# Zones

## General
PlayerInitRequestHandler.LevelCap:			            You have exceeded the level cap of this battleground!
Zone.Description.KingLamfhotas'ThroneRoom:			King Lamfhotas' Throne Room
Zone.ScreenDescription.KingLamfhotas'ThroneRoom:	King Lamfhotas' Throne Room
Zone.Description.LairoftheDemonLord:				Lair of the Demon Lord
Zone.ScreenDescription.LairoftheDemonLord:			Lair of the Demon Lord
Zone.Description.Morfesa'sGaol:						Morfesa's Gaol
Zone.ScreenDescription.Morfesa'sGaol:				Morfesa's Gaol
Zone.Description.Nephraal'sGaol:					Nephraal's Gaol
Zone.ScreenDescription.Nephraal'sGaol:				Nephraal's Gaol
Zone.Description.TheBaron'sGaol:					The Baron's Gaol
Zone.ScreenDescription.TheBaron'sGaol:				The Baron's Gaol
Zone.Description.TheFoothillsofAlbion:				The Foothills of Albion
Zone.ScreenDescription.TheFoothillsofAlbion:		The Foothills of Albion
Zone.Description.TheFoothillsofHibernia:			The Foothills of Hibernia
Zone.ScreenDescription.TheFoothillsofHibernia:		The Foothills of Hibernia
Zone.Description.TheFoothillsofMidgard:				The Foothills of Midgard
Zone.ScreenDescription.TheFoothillsofMidgard:		The Foothills of Midgard
Zone.Description.LeSanctuaireDuHautConsule:			The High Consul's Sanctum
Zone.ScreenDescription.LeSanctuaireDuHautConsule:	The High Consul's Sanctum

### Labyrinth of the Minotaur
Zone.Description.LaTourdesArcanesALB:				Arcane Tower ALB
Zone.ScreenDescription.LaTourdesArcanesALB:			Arcane Tower ALB
Zone.Description.LaTourdesArcanesHIB:				Arcane Tower HIB
Zone.ScreenDescription.LaTourdesArcanesHIB:			Arcane Tower HIB
Zone.Description.LaTourdesArcanesMID:				Arcane Tower MID
Zone.ScreenDescription.LaTourdesArcanesMID:			Arcane Tower MID
Zone.Description.Labyrinth:							Labyrinth
Zone.ScreenDescription.Labyrinth:					Labyrinth

### Miscellaneous
Zone.Description.Alb30Dungeon:						Alb 30 Dungeon
Zone.ScreenDescription.Alb30Dungeon:				Alb 30 Dungeon
Zone.Description.Alb45Dungeon:						Alb 45 Dungeon
Zone.ScreenDescription.Alb45Dungeon:				Alb 45 Dungeon
Zone.Description.ArtInside:							ArtInside
Zone.ScreenDescription.ArtInside:					ArtInside
Zone.Description.ArtOutside:						ArtOutside
Zone.ScreenDescription.ArtOutside:					ArtOutside
Zone.Description.BanditLair:						Bandit Lair
Zone.ScreenDescription.BanditLair:					Bandit Lair
Zone.Description.BrutalRealization:					Brutal Realization
Zone.ScreenDescription.BrutalRealization:			Brutal Realization
Zone.Description.DummyZone:							Dummy Zone
Zone.ScreenDescription.DummyZone:					Dummy Zone
Zone.Description.GnollLair:							Gnoll Lair
Zone.ScreenDescription.GnollLair:					Gnoll Lair
Zone.Description.Half-OrcCamp:						Half-Orc Camp
Zone.ScreenDescription.Half-OrcCamp:				Half-Orc Camp
Zone.Description.Hib30Dungeon:						Hib 30 Dungeon
Zone.ScreenDescription.Hib30Dungeon:				Hib 30 Dungeon
Zone.Description.Hib45Dungeon:						Hib 45 Dungeon
Zone.ScreenDescription.Hib45Dungeon:				Hib 45 Dungeon
Zone.Description.HistoryRepeatsItself:				History Repeats Itself
Zone.ScreenDescription.HistoryRepeatsItself:		History Repeats Itself
Zone.Description.HoundsofArawn:						Hounds of Arawn
Zone.ScreenDescription.HoundsofArawn:				Hounds of Arawn
Zone.Description.Mid30Dungeon:						Mid 30 Dungeon
Zone.ScreenDescription.Mid30Dungeon:				Mid 30 Dungeon
Zone.Description.Mid45Dungeon:						Mid 45 Dungeon
Zone.ScreenDescription.Mid45Dungeon:				Mid 45 Dungeon
Zone.Description.PassageofEchoes:					Passage of Echoes
Zone.ScreenDescription.PassageofEchoes:				Passage of Echoes
Zone.Description.PastandPresent:					Past and Present
Zone.ScreenDescription.PastandPresent:				Past and Present
Zone.Description.Vandr'sBane:						Vandr's Bane
Zone.ScreenDescription.Vandr'sBane:					Vandr's Bane

### New Frontier
Zone.Description.Agramon:							Agramon
Zone.ScreenDescription.Agramon:						Agramon
Zone.Description.IrishSea:							Irish Sea
Zone.ScreenDescription.IrishSea:					Irish Sea
Zone.Description.PassageofConflict:					Passage of Conflict
Zone.ScreenDescription.PassageofConflict:			Passage of Conflict
Zone.Description.UnamedSea2:						Unnamed Sea 2
Zone.ScreenDescription.UnamedSea2:					Unnamed Sea 2

### Starter/Tutorial
Zone.Description.AlbLaunch:							Alb Launch
Zone.ScreenDescription.AlbLaunch:					Alb Launch
Zone.Description.AlbLaunch2:						Alb Launch 2
Zone.ScreenDescription.AlbLaunch2:					Alb Launch 2
Zone.Description.Constantine'sSound:				Constantine's Sound
Zone.ScreenDescription.Constantine'sSound:			Constantine's Sound
Zone.Description.Grenlock'sSound:					Grenlock's Sound
Zone.ScreenDescription.Grenlock'sSound:				Grenlock's Sound
Zone.Description.HibLaunch:							Hib Launch
Zone.ScreenDescription.HibLaunch:					Hib Launch
Zone.Description.HibLaunch2:						Hib Launch 2
Zone.ScreenDescription.HibLaunch2:					Hib Launch 2
Zone.Description.Lamfhota'sSound:					Lamfhota's Sound
Zone.ScreenDescription.Lamfhota'sSound:				Lamfhota's Sound
Zone.Description.MidLaunch:							Mid Launch
Zone.ScreenDescription.MidLaunch:					Mid Launch
Zone.Description.MidLaunch2:						Mid Launch 2
Zone.ScreenDescription.MidLaunch2:					Mid Launch 2

### Trials of Atlantis
Zone.Description.Aphophian:							Aphophian
Zone.ScreenDescription.Aphophian:					Aphophian
Zone.Description.ArborGlen:							Arbor Glen
Zone.ScreenDescription.ArborGlen:					Arbor Glen
Zone.Description.AshenIsles:						Ashen Isles
Zone.ScreenDescription.AshenIsles:					Ashen Isles
Zone.Description.Cetus'Pit:							Cetus' Pit
Zone.ScreenDescription.Cetus'Pit:					Cetus' Pit
Zone.Description.CityofAerus:						City of Aerus
Zone.ScreenDescription.CityofAerus:					City of Aerus
Zone.Description.DeepVolcanus:						Deep Volcanus
Zone.ScreenDescription.DeepVolcanus:				Deep Volcanus
Zone.Description.GreenGlades:						Green Glades
Zone.ScreenDescription.GreenGlades:					Green Glades
Zone.Description.HallsofMa'ati:						Halls of Ma'ati
Zone.ScreenDescription.HallsofMa'ati:				Halls of Ma'ati
Zone.Description.Hephaestian:						Hephaestian
Zone.ScreenDescription.Hephaestian:					Hephaestian
Zone.Description.LandofAtum:						Land of Atum
Zone.ScreenDescription.LandofAtum:					Land of Atum
Zone.Description.Mesothalassa:						Mesothalassa
Zone.ScreenDescription.Mesothalassa:				Mesothalassa
Zone.Description.OceanusBoreal:						Oceanus Boreal
Zone.ScreenDescription.OceanusBoreal:				Oceanus Boreal
Zone.Description.OceanusHesperos:					Oceanus Hesperos
Zone.ScreenDescription.OceanusHesperos:				Oceanus Hesperos
Zone.Description.OceanusNotos:						Oceanus Notos
Zone.ScreenDescription.OceanusNotos:				Oceanus Notos
Zone.Description.OceanusAnatole:					Oceanus Anatole
Zone.ScreenDescription.OceanusAnatole:				Oceanus Anatole
Zone.Description.RuinsofAtlantis:					Ruins of Atlantis
Zone.ScreenDescription.RuinsofAtlantis:				Ruins of Atlantis
Zone.Description.RuineraravAtlantis:				Ruinerar av Atlantis
Zone.ScreenDescription.RuineraravAtlantis:			Ruinerar av Atlantis
Zone.Description.ScriosdeAtlantis:					Scrios de Atlantis
Zone.ScreenDescription.ScriosdeAtlantis:			Scrios de Atlantis
Zone.Description.Shaitan:							Shaitan
Zone.ScreenDescription.Shaitan:						Shaitan
Zone.Description.SobekiteEternal:					Sobekite Eternal
Zone.ScreenDescription.SobekiteEternal:				Sobekite Eternal
Zone.Description.StygianDelta:						Stygian Delta
Zone.ScreenDescription.StygianDelta:				Stygian Delta
Zone.Description.TempleofTwilight:					Temple of Twilight
Zone.ScreenDescription.TempleofTwilight:			Temple of Twilight
Zone.Description.theGreatPyramidofStygia:			the Great Pyramid of Stygia
Zone.ScreenDescription.theGreatPyramidofStygia:		Great Pyramid of Stygia
Zone.Description.Typhon'sReach:						Typhon's Reach
Zone.ScreenDescription.Typhon'sReach:				Typhon's Reach
Zone.Description.Volurgon:							Volurgon
Zone.ScreenDescription.Volurgon:					Volurgon
